37,0
28,1
19,1
22,1
30,1
37,1
29,1
60,0
62,0
29,1
23,1
47,1
39,1
22,1
52,1
32,1
51,1
22,1
28,1
50,1
41,1
34,1
31,1
48,0
51,1
20,1
31,0
22,1
34,1
47,0
49,0
28,1
42,0
50,1
30,1
38,0
28,1
31,1
33,1
51,1
29,1
33,1
31,1
22,1
29,1
37,1
46,1
24,1
26,1
47,1
44,1
27,1
33,1
43,1
50,0
27,1
37,1
42,1
33,1
38,0
28,1
38,1
60,0
44,1
37,1
25,1
23,1
46,1
46,1
25,1
30,1
23,1
34,1
35,0
35,0
28,1
42,1
39,1
44,1
50,1
42,1
32,1
43,0
46,1
42,1
46,0
33,1
39,1
43,1
40,1
32,1
34,1
53,1
20,1
39,1
40,1
27,1
31,0
50,0
39,0
50,1
35,1
40,1
45,1
50,0
37,1
50,0
27,1
28,1
22,1
25,1
39,1
22,1
29,1
45,0
24,1
29,1
31,1
47,1
42,1
37,1
32,0
30,1
25,1
27,1
49,0
27,1
28,1
38,1
48,0
29,1
51,1
54,0
20,1
44,1
37,1
20,1
22,1
47,0
24,1
26,1
50,1
48,0
41,0
43,1
43,1
33,1
49,1
53,1
20,1
39,1
41,0
37,0
50,0
45,0
35,0
31,1
29,1
22,1
30,1
55,0
30,1
55,0
20,1
49,0
49,1
51,1
44,1
36,0
24,1
23,1
32,1
23,1
38,1
22,1
46,0
54,1
42,1
39,1
55,1
24,1
55,0
23,1
50,1
44,1
25,1
23,1
47,1
39,0
36,0
39,1
36,1
29,1
39,0
51,0
31,1
34,0
21,1
25,1
40,1
41,0
40,1
25,1
46,1
39,1
53,0
36,1
46,1
34,1
49,1
33,1
21,1
21,1
43,1
27,1
47,1
37,1
43,1
40,1
46,1
28,1
47,1
45,1
39,1
45,1
33,1
40,1
40,1
24,1
25,1
30,1
48,1
43,1
48,0
41,0
27,1
26,1
27,1
50,1
22,1
29,1
27,1
20,1
23,1
35,1
20,1
34,1
27,1
48,1
49,0
41,1
29,1
51,1
48,1
39,1
22,1
41,1
25,1
41,1
49,1
46,1
48,1
27,1
21,1
47,0
45,0
25,1
26,1
47,0
54,0
23,1
46,0
27,1
48,0
37,1
39,1
44,0
34,1
24,1
29,1
42,1
26,1
23,1
20,1
29,0
44,0
41,1
34,1
23,1
52,1
43,1
48,0
39,1
45,1
38,1
27,1
54,0
28,1
26,1
36,1
30,1
41,1
44,1
31,1
34,0
33,1
48,0
39,1
44,0
42,1
22,1
27,1
29,0
31,1
33,1
24,1
47,1
31,1
43,1
35,1
39,0
44,0
52,0
23,1
26,1
32,1
22,1
44,1
45,0
45,1
46,1
21,1
40,1
42,1
24,1
49,0
44,0
44,1
34,1
52,0
38,1
37,1
49,0
24,1
28,0
24,1
48,0
24,1
43,0
19,1
31,1
21,1
32,1
28,1
38,0
37,0
36,1
35,1
23,1
36,0
36,1
41,1
42,1
33,1
45,0
27,1
31,1
22,1
46,1
45,1
33,1
23,1
54,1
47,1
25,1
40,0
48,1
26,1
37,1
47,1
43,1
35,1
41,1
22,1
27,1
29,1
24,1
49,1
22,1
44,0
40,1
28,1
31,1
22,1
51,1
30,1
30,1
21,1
42,1
28,1
49,1
46,1
32,1
33,1
42,1
48,1
40,1
28,1
47,1
41,1
26,1
50,0
32,1
44,0
43,0
23,1
39,1
44,1
40,1
52,0
35,1
42,1
49,0
43,1
40,1
29,1
20,1
32,0
38,0
49,0
35,1
48,1
38,1
29,1
28,1
51,1
28,1
46,1
48,1
21,1
40,0
48,0
25,1
51,0
48,0
45,1
49,1
36,1
41,1
41,0
47,1
45,0
28,1
46,0
41,0
27,1
35,1
52,0
25,1
38,1
22,1
24,1
38,1
35,1
45,1
40,1
40,1
21,1
35,1
36,1
23,1
26,1
35,1
28,1
41,0
36,1
35,1
40,0
52,0
49,0
29,1
22,1
21,1
44,1
40,1
47,0
48,0
44,0
35,0
49,0
28,1
41,1
34,0
26,0
38,1
40,1
50,0
32,1
47,1
29,1
36,0
34,0
28,1
26,1
29,1
37,1
39,0
38,1
22,1
46,0
22,1
23,1
34,1
30,1
43,1
29,1
35,1
48,0
24,1
23,1
34,0
22,1
31,1
28,1
41,1
43,0
20,0
31,1
38,1
33,1
46,1
36,1
23,1
26,1
41,0
38,1
29,1
39,1
41,0
27,1
32,1
21,1
49,1
44,1
35,0
34,1
20,1
50,0
51,1
36,1
25,1
39,1
48,1
38,0
20,1
26,1
32,1
32,1
28,1
50,0
37,1
23,1
35,1
49,0
43,0
46,1
42,1
27,1
50,1
26,1
38,1
37,1
46,1
29,1
46,0
37,0
42,1
44,1
27,1
31,0
19,1
45,1
30,0
33,0
24,1
42,1
21,1
49,1
45,1
33,1
38,1
43,1
35,1
21,0
28,1
30,1
24,1
26,1
50,1
48,1
49,1
41,1
26,1
31,1
47,1
40,1
33,1
25,1
22,1
42,1
47,1
48,1
38,0
33,0
40,1
24,1
31,1
27,1
24,1
24,0
40,0
26,1
52,0
38,1
29,0
33,1
49,0
30,0
42,1
42,1
18,1
52,0
39,1
38,1
50,1
51,1
36,1
39,1
43,1
36,1
48,1
52,0
38,1
23,1
43,1
22,1
53,0
36,1
22,1
24,1
27,1
37,1
33,1
43,1
23,1
27,1
33,1
22,1
26,1
46,1
44,0
42,1
33,1
28,1
33,1
40,0
31,1
42,1
46,1
47,1
52,0
51,0
